"position","depth","quality","relative_percentage"
12998,114,56.4,0.0094
12999,118,58.4,0
13000,117,59,0.0183
13001,116,57.4,0.0185
13002,114,55.1,0
13003,110,58.1,0.1827
13004,111,57.6,0.0095
13005,111,58.3,0
13006,111,56.6,0.0286
13007,113,57.1,0.0093
13008,113,55,0.0093
13009,114,55.9,0.0093
13010,113,59.2,0
13011,113,55.3,0
13012,114,59.5,0.0093
13013,112,58.9,0
13014,113,59.4,0
13015,113,58.2,0.0093
13016,113,57.2,0
13017,109,56.2,0
13018,107,58,0.0098
13019,106,54.7,0.0294
13020,102,59.1,0
13021,101,59.7,0.0103
13022,101,57.1,0.0206
13023,100,55.7,0.0206
13024,101,56.9,0.1633
13025,99,57.3,0
13026,99,57.4,0
13027,98,58.9,0
13028,98,55.3,0
13029,98,58.9,0
13030,98,57.3,0
13031,97,58.2,0.0104
13032,99,55.8,0.0206
13033,98,58,0.1562
13034,100,58.1,0.0101
13035,100,60.8,0.0101
13036,97,62.8,0
13037,97,60,0
13038,95,58.3,0.0106
13039,96,58.8,0.0105
13040,91,56.6,0.0111
13041,91,57.5,0
13042,91,58.3,0.0444
13043,87,57,0.0233
13044,88,57.9,0
13045,89,57.4,0.0114
13046,89,56.6,0.0341
13047,88,59.5,0
13048,87,56.9,0.1429
13049,83,56.5,0
13050,83,56.6,0.0122
13051,86,58.1,0.1529
13052,86,56.6,0
13053,86,56.4,0.0116
13054,87,59.6,0
13055,87,56.8,0
13056,87,56.5,0
13057,87,59.3,0
13058,86,60.2,0
13059,86,57.9,0
13060,84,57.6,0.012
13061,84,59.5,0
13062,84,55.9,0
13063,84,61.7,0
13064,84,58.5,0
13065,84,58.7,0.012
13066,83,58.6,0
13067,83,59.2,0
13068,83,56.2,0
13069,82,56.1,0
13070,82,55.9,0.0123
13071,81,58.5,0
13072,81,60.1,0.0125
13073,84,58.6,0.012
13074,84,57.2,0
13075,84,59.3,0
13076,84,57.2,0.0241
13077,81,57.1,0
13078,80,56.9,0
13079,80,57.7,0.0128
13080,80,57.8,0
13081,77,59.2,0
13082,75,61.7,0
13083,75,57.5,0.0137
13084,75,61.4,0.0137
13085,74,61.3,0
13086,73,59,0.0141
13087,72,57.3,0.0429
13088,71,59.7,0
13089,72,57.6,0
13090,72,56.6,0
13091,72,55.2,0.0141
13092,72,59.9,0.0141
13093,72,61.5,0
13094,72,57.8,0
13095,72,58.4,0
13096,72,57.7,0.1857
13097,72,59.7,0
13098,73,57.4,0.0141
13099,73,58.7,0
13100,73,60.9,0
13101,79,55.5,0.0132
13102,79,57.9,0.0132
13103,79,57.6,0.0132
13104,79,58.2,0
13105,79,58,0
13106,78,57.9,0.0133
13107,77,59.3,0
13108,77,58,0
13109,80,56.5,0
13110,76,57.6,0
13111,75,57.2,0.7887
13112,76,59.5,0
13113,76,60,0
13114,80,58.6,0.0132
13115,80,55.9,0
13116,80,57.5,0.0132
13117,80,56.9,0.2133
13118,80,58.4,0.0132
13119,78,57.3,0.0135
13120,78,60.3,0
13121,77,56.7,0
13122,76,55.8,0.0137
13123,68,59.6,0.1385
13124,70,55.8,0
13125,70,55.8,0.0299
13126,69,55.8,0.1212
13127,69,58.8,0
13128,69,57.7,0.0152
13129,69,58.3,0.1212
13130,69,54.2,0.0455
13131,68,57.4,0
13132,69,56.6,0.0149
13133,68,56.9,0.1515
13134,69,57,0.0299
13135,69,56.5,0.0149
13136,69,58.7,0
13137,71,59.5,0.8382
13138,71,56.1,0.0145
13139,71,57.6,0
13140,70,60.3,0.1471
13141,70,58.2,0
13142,65,57.5,0
13143,66,59.2,0
13144,66,56.9,0
13145,67,59.7,0.0154
13146,68,56.2,0
13147,67,57.3,0
13148,68,57.3,0
13149,69,55.7,0
13150,69,58.6,0.1493
13151,69,58.6,0
13152,69,56.4,0
13153,69,59.2,0
13154,69,58.1,0.0149
13155,69,60.7,0.0149
13156,67,62.3,0
13157,67,56.1,0.0156
13158,69,56.8,0
13159,67,58.1,0
13160,68,58.6,0
13161,67,59.1,0
13162,67,56.1,0
13163,67,56.9,0.0154
13164,66,55.7,0.0156
13165,68,56.1,0
13166,68,54.9,0
13167,69,59.6,0
13168,69,57.1,0
13169,69,58.5,0
13170,70,59.6,0
13171,70,56,0
13172,70,55.4,0
13173,70,59.4,0.0149
13174,68,55.6,0
13175,68,58.3,0
13176,68,61.3,0.0152
13177,68,57.4,0.0152
13178,68,57.4,0.0152
13179,67,62.3,0
13180,67,58.1,0
13181,65,59.1,0
13182,65,60,0
13183,66,56.6,0.1719
13184,66,56.3,0
13185,66,56.1,0.0312
13186,66,58.4,0
13187,66,59.2,0
13188,66,57.4,0.0156
13189,66,55.4,0.1746
13190,66,58,0
13191,66,56.2,0.0312
13192,66,58.7,0.0156
13193,66,57.6,0
13194,66,61,0
13195,66,62.5,0
13196,66,59.1,0
13197,67,58.1,0
13198,69,60.5,0.1791
13199,69,58.6,0
13200,70,59.9,0
13201,66,58.3,0.1875
13202,67,58.6,0
13203,69,55.8,0
13204,69,58.5,0
13205,69,58.4,0.0152
13206,69,59.7,0
13207,69,58.5,0.197
13208,69,59.4,0.0152
13209,69,63.1,0
13210,69,58.6,0
13211,69,63.4,0
13212,69,57.1,0.0152
13213,69,57.7,0
13214,69,57.5,0
13215,69,59.5,0
13216,70,58.1,0
13217,70,61.1,0
13218,70,57,0
13219,70,66.1,0
13220,70,55.8,0
13221,70,62.5,0
13222,67,66.8,0
13223,67,62.9,0
13224,67,58.6,0
13225,67,60.7,0.1846
13226,67,59.6,0
13227,66,63.2,0
13228,66,59.3,0
13229,71,57.5,0
13230,79,58.3,0
13231,77,55.2,0.1233
13232,77,58.6,0
13233,77,54.6,0.0137
13234,80,55.7,0.1333
13235,80,58.7,0.0133
13236,80,58.9,0.0133
13237,80,58.7,0
13238,80,59.6,0.0133
13239,80,59.4,0
13240,80,59.9,0.12
13241,82,57.5,0
13242,84,56.3,0
13243,84,65.1,0.0127
13244,85,57.6,0.1125
13245,86,58.4,0
13246,88,59.2,1
13247,94,59.9,0
13248,94,56,0
13249,94,57.4,0
13250,94,63,0
13251,87,58.2,0
13252,87,57,0.0123
13253,89,53.6,0.012
13254,89,54.5,0
13255,89,55.1,0.012
13256,88,58.4,0.0122
13257,89,58.3,0
13258,92,56.7,0.0118
13259,90,58.7,0
13260,88,57.9,0
13261,88,56,0
13262,87,60.1,0
13263,87,60.6,0
13264,85,58.6,0
13265,85,59.2,0
13266,84,57.8,0.0125
13267,84,58.2,0.0125
13268,83,55.3,0
13269,83,57.6,0.0127
13270,83,59.1,0
13271,83,57.5,0
13272,83,57.5,0
13273,82,56.2,0.0128
13274,81,62.2,0
13275,81,59,0
13276,81,56.4,0.013
13277,81,61.5,0
13278,81,61.5,0
13279,82,57.5,0.1795
13280,83,54.1,0.0127
13281,83,56.5,0
13282,83,57.8,0
13283,82,58.3,0
13284,82,58.7,0
13285,84,59.6,0.025
13286,84,57.5,0.0125
13287,82,59.3,0
13288,82,57.9,0
13289,86,56.7,0.0122
13290,86,57.2,0
13291,86,59.1,0.0122
13292,85,58.8,0.0244
13293,85,56.8,0
13294,84,58.4,0
13295,85,57.1,0
13296,84,55.6,0.037
13297,84,59.6,0
13298,81,60,0
13299,81,58.3,0
13300,81,56.3,0.0128
13301,81,61.6,0
13302,82,55.6,0
13303,83,57,0
13304,88,59.1,0.012
13305,88,55.5,0
13306,88,58.6,0
13307,84,54.2,0.0125
13308,84,57.2,0.0125
13309,84,58.4,0
13310,83,60.1,0
13311,83,56,0.0127
13312,83,57.9,0
13313,83,62.6,0.0127
13314,82,61.6,0
13315,82,59.5,0
13316,82,59.1,0
13317,83,58.2,0
13318,83,55.1,0.141
13319,83,58.9,0
13320,83,56,0
13321,83,59.1,0.0128
13322,84,57.6,0.0128
13323,84,57.6,0.0128
13324,85,59.9,0
13325,85,57.6,0
13326,86,58.4,0
13327,86,57.4,0
13328,86,61,0.0125
13329,86,53.7,0.0125
13330,86,59.1,0
13331,85,55.2,0.0127
13332,85,56.5,0.0253
13333,82,57.5,0
13334,82,58.4,0
13335,82,54.2,0.0128
13336,83,57.2,0.0127
13337,83,58.4,0.0127
13338,83,57.8,0.0127
13339,82,57.5,0.0128
13340,81,65.2,0
13341,82,56,0.0256
13342,82,59.9,0
13343,82,59.2,0.0128
13344,82,56.9,0.0128
13345,82,56.6,0.1429
13346,82,59.9,0.013
13347,80,55.9,0
13348,80,61.1,0.1282
13349,82,58.5,0
13350,81,55.3,0.025
13351,81,61.1,0
13352,81,58.1,0
13353,79,56.3,0
13354,79,59.7,0
13355,79,59,0
13356,80,53.8,0.0256
13357,80,55.6,0.0128
13358,80,56.3,0.0128
13359,80,59.9,0
13360,80,57,0
13361,80,60.1,0
13362,80,57.4,0.0128
13363,80,55.9,0
13364,79,56.5,0.0128
13365,79,58.4,0.0128
13366,78,57.1,0
13367,78,57.3,0.013
13368,78,57.5,0.026
13369,78,56.8,0.013
13370,80,56.4,0
13371,86,56.7,0
13372,86,59.7,0
13373,84,56.3,0.012
13374,84,59.4,0
13375,86,56.8,0
13376,87,58.7,0
13377,87,55.3,0.0116
13378,87,57,0.0116
13379,79,56.9,0.0128
13380,73,55.6,0.0278
13381,74,56.5,0.0274
13382,75,56.5,0.0405
13383,75,57.1,0
13384,72,56,0.0141
13385,72,56.9,0.0141
13386,72,58.3,0
13387,72,59,0.0141
13388,70,54.8,0.1449
13389,69,57.4,0
13390,69,60.5,0.0147
13391,66,56.9,0.0154
13392,66,56.9,1
13393,66,59,0.0154
13394,63,57.4,0.0161
13395,62,57.8,0.0164
13396,60,58.1,0.1333
13397,60,57.6,0.0167
13398,60,57.7,0.0167
13399,60,57.6,0.0167
13400,60,55.7,0
13401,61,56.6,0.0656
13402,61,57.7,0.0164
13403,61,56.1,0.0164
13404,62,56.8,0
13405,62,56.8,0.0161
13406,59,55.4,0.0172
13407,58,57.1,0
13408,57,58.7,0
13409,57,57.7,0.0175
13410,57,55.4,0
13411,57,59.4,0
13412,59,56.3,0.0169
13413,59,57.4,0
13414,59,56.3,0.0169
13415,59,61.3,0
13416,59,55.2,0
13417,59,56.3,0
13418,61,60.2,0
13419,62,58.5,0
13420,62,54.8,0.2097
13421,62,57.4,0
13422,62,56.2,0
13423,63,55.9,0.0476
13424,63,55.5,0.0159
13425,66,57,0.0152
13426,66,55.3,0
13427,66,56.5,0
13428,68,56,0
13429,67,58.3,0
13430,66,55,0
13431,67,57.8,0
13432,67,57.8,0
13433,67,57.1,0.0299
13434,66,55.9,0.0152
13435,66,56.2,0.197
13436,63,55.1,0.0159
13437,63,54.7,0
13438,64,56.3,0
13439,65,57.7,0
13440,65,54.6,0
13441,65,54.2,0.2031
13442,64,57.3,0.0317
13443,64,55.7,0.0159
13444,69,56.4,0.2
13445,69,57.1,0
13446,69,61.2,0
13447,68,59.3,0.0149
13448,68,55.4,0.0149
13449,68,57.9,0
13450,68,55.9,0
13451,68,55.8,0.0149
13452,66,55.8,0
13453,61,57.7,0
13454,61,56.7,0
13455,61,55.3,0.0333
13456,61,57.1,0
13457,64,57.3,0
13458,64,60.5,0
13459,65,59.3,0.2381
13460,65,58.3,0
13461,65,56.2,0
13462,65,61.9,0.2381
13463,64,54.2,0.0484
13464,63,56.5,0.0164
13465,63,57.2,0.0164
13466,62,54.9,0
13467,64,56,0.0323
13468,63,57.2,0.0164
13469,63,58.2,0.0164
13470,64,57.4,0.0161
13471,64,59.3,0
13472,64,65.7,0
13473,64,55.6,0.0161
13474,63,60.9,0
13475,63,56.1,0.0328
13476,62,55,0.0167
13477,65,55.4,0
13478,65,58.4,0
13479,65,60.5,0.0317
13480,63,58.3,0.2459
13481,64,59,0
13482,64,66,0
13483,65,59.3,0.2381
13484,65,56.7,0.0159
13485,66,57,0
13486,65,56,0.0159
13487,66,57.2,0.0156
13488,66,60.3,0
13489,66,60.1,0
13490,67,60.2,0.0308
13491,66,58.3,0.0156
13492,67,58.2,0.0154
13493,67,57.7,0
13494,66,55.8,0
13495,66,56.7,0
13496,65,59.2,0
13497,67,55.8,0.0154
13498,65,54.7,0
13499,65,62.3,0
13500,65,57.4,0
13501,65,57.4,0
13502,65,59.3,0
13503,64,55.8,0.0161
13504,64,57.5,0
13505,63,57.4,0
13506,69,57.1,0
13507,70,60.1,0
13508,70,57.5,0.0147
13509,71,56.5,0
13510,71,56.1,0.0435
13511,72,57.1,0
13512,72,55.5,0.0143
13513,72,58.4,0.2571
13514,71,58.5,0
13515,71,57,0
13516,73,55.4,0.0282
13517,72,54.6,0.0143
13518,71,56.6,0
13519,71,57,0.0145
13520,66,59.4,0
13521,65,56.2,0
13522,67,57,0
13523,66,57.3,0
13524,66,55.2,0.0156
13525,65,62.2,0
13526,65,59.8,0
13527,65,58.3,0
13528,67,56.5,0.0154
13529,68,55.2,0.0152
13530,68,58.5,0
13531,66,59,0
13532,66,57.4,0.0156
13533,66,55.6,0.0312
13534,66,56,0.2812
13535,66,58.2,0
13536,66,57.1,0
13537,66,56.2,0.0156
13538,67,59.7,0
13539,67,58.6,0
13540,68,56.8,0.0152
13541,68,58.3,0
13542,68,58.6,0
13543,68,62,0
13544,68,58.7,0.0152
13545,70,59.9,0
13546,70,55.9,0.0294
13547,68,56.4,0
13548,68,56.3,0.0152
13549,68,55.7,0
13550,75,58.5,0
13551,73,58.5,0.0286
13552,73,59.3,0
13553,71,59.7,0
13554,71,57.1,0.0145
13555,72,54.8,0.0143
13556,72,57,0.0143
13557,73,56.5,0
13558,73,56.2,0.2676
13559,72,55.6,0.0143
13560,72,58.5,0
13561,72,54.3,0
13562,72,55.2,0.0143
13563,72,57,0.0286
13564,72,56.1,0.0143
13565,72,54.3,0.0143
13566,74,56.9,0.0423
13567,73,55,0.2429
13568,81,55.6,0.013
13569,82,56.5,0.0128
13570,81,56.2,0.013
13571,82,58.6,0.0128
13572,84,58.4,0.0125
13573,82,57.3,0
13574,81,56.1,0
13575,80,56.1,0
13576,80,55.3,0
13577,80,55.3,0.013
13578,80,55.6,0.013
13579,80,56.2,0.013
13580,80,56.9,0
13581,79,55,0
13582,79,60.8,0.1974
13583,78,59.2,0
13584,78,55.7,0.0133
13585,79,55.9,0.0132
13586,79,56.2,0.0263
13587,80,57.2,0.0263
13588,80,58.6,0.1892
13589,80,58.6,0.0133
13590,80,59.6,0
13591,79,57.8,0.0133
13592,80,58,0.0132
13593,75,56.2,0
13594,75,57.6,0
13595,79,58.9,0
13596,79,57,0
13597,81,56.9,0
13598,82,56,0.0256
13599,82,58.2,0.0128
13600,82,57.1,0
13601,82,61.6,0
13602,82,58.2,0.0128
13603,82,59.1,0.2051
13604,82,57.7,0
13605,82,58.2,0
13606,84,56.6,0.0127
13607,82,57.4,0
13608,82,55.5,0.039
13609,82,55.4,0.013
13610,82,58.4,0.013
13611,82,56.4,0.013
13612,82,56.9,0.013
13613,82,55.1,0.026
13614,82,60,0
13615,82,57.6,0
13616,82,58.2,0
13617,80,60.3,0
13618,80,57.2,0.0132
13619,80,58.4,0
13620,79,56.1,0.0135
13621,77,59,0
13622,79,55.3,0.0132
13623,79,57.4,0
13624,79,55.7,0.0263
13625,81,56.8,0.0513
13626,81,55.8,0.0641
13627,78,56.4,0
13628,78,55.7,0
13629,78,56.8,0.0132
13630,78,58.3,0
13631,78,61.1,0
13632,80,56.3,0.013
13633,80,56.7,0
13634,79,56.9,0
13635,79,59.2,0.0132
13636,79,58.7,0.0132
13637,81,57.2,0.0128
13638,81,56.7,0.0253
13639,81,57.1,0.0127
13640,81,56.3,0.0127
13641,81,56.5,0.0127
13642,84,56.6,0.2099
13643,84,57.8,0.0122
13644,84,56.8,0.0122
13645,84,55,0.0244
13646,81,58.2,0.0127
13647,83,56,0.037
13648,83,56.6,0
13649,83,65.8,0
13650,83,59.4,0
13651,84,56.6,0.0123
13652,83,61.5,0
13653,83,56.2,0.0125
13654,84,60.1,0
13655,84,60.2,0.0123
13656,79,58.1,0.0263
13657,78,56,0
13658,77,59.1,0
13659,77,58.7,0.027
13660,76,57.3,0.0137
13661,76,56.7,0
13662,76,55.3,0.0411
13663,76,57.3,0
13664,77,59.6,0.0405
13665,83,57.1,0
13666,82,55.7,0.175
13667,83,60.5,0.0123
13668,83,57.6,0.1728
13669,83,59.2,0.1728
13670,84,57.8,0.0244
13671,84,58.3,0.0122
13672,82,56.9,0
13673,83,59,0
13674,82,56.7,0
13675,82,56.7,0.0123
13676,82,57.3,0
13677,82,59.4,0
13678,80,58.4,0.0125
13679,80,56.2,0.0125
13680,83,60.5,0
13681,83,57.3,0.012
13682,84,56.9,0.012
13683,84,55.7,0
13684,85,57.1,0
13685,85,63.7,0
13686,87,57.5,0.0116
13687,88,56.8,0
13688,98,57.8,0.0206
13689,98,59,0.0206
13690,97,56.8,0.2188
13691,97,57.2,0.0104
13692,97,60.8,0
13693,97,58.1,0
13694,97,60.8,0
13695,95,60.6,0
13696,96,57.9,0
13697,96,57.5,0.0211
13698,91,55.9,0.0667
13699,91,55.5,0.0222
13700,93,60.6,0
13701,93,58.4,0
13702,93,60.5,0.0109
13703,94,55.6,0.0323
13704,94,58.4,0.0108
13705,93,57.7,0.0217
13706,92,57.6,0.011
13707,92,57.6,0
13708,98,59.8,0
13709,97,60.1,0.0208
13710,97,58.3,0.0104
13711,97,59.7,0
13712,97,59.9,0.0208
13713,96,57.9,0.1579
13714,98,58.2,0.0103
13715,98,56.3,0
13716,98,59.8,0
13717,88,58.4,0.1724
13718,89,56.7,0
13719,88,57.4,0
13720,88,57.3,0
13721,88,55.2,0.023
13722,86,58.7,0
13723,86,57.2,0.2
13724,86,56.8,0.0118
13725,86,56.7,0
13726,86,60.6,0.1765
13727,87,59.5,0.1744
13728,87,60.3,0
13729,88,60.8,0.1839
13730,93,59.1,0
13731,93,57.8,0.0111
13732,93,58.8,0
13733,94,57.8,0
13734,94,57.7,0
13735,93,56.3,0.022
13736,93,57.2,0.011
13737,93,56.8,0.022
13738,92,56.7,0.0333
13739,92,58,0
13740,93,58,0.011
13741,93,57.7,0
13742,92,58.7,0
13743,92,58.1,0
13744,92,57,0
13745,88,57.8,0
13746,88,57.1,0
13747,92,57.5,0.0111
13748,91,59.3,0
13749,91,58.6,0.0225
13750,94,58.8,0.1648
13751,94,59.5,0
13752,94,56,0.0109
13753,94,57.9,0
13754,94,60.4,0
13755,94,60.2,0
13756,91,56.7,0
13757,91,58.1,0.0112
13758,91,56.9,0.0112
13759,90,57.9,0
13760,92,57.8,0
13761,93,61.4,0
13762,93,57.4,0
13763,96,57.3,0
13764,96,57.8,0.0108
13765,96,58.3,0.0108
13766,96,60.5,0
13767,96,58.3,0.0215
13768,97,58.7,0
13769,96,56.7,0
13770,97,58.1,0
13771,96,61.5,0
13772,95,55.1,0
13773,98,58.7,0
13774,96,58.1,0.1413
13775,96,57.5,0
13776,96,58.1,0.0109
13777,96,55.7,0.0109
13778,96,59,0.0109
13779,95,58.6,0
13780,95,57.1,0
13781,94,58,0
13782,92,61.4,0
13783,92,58.1,0.1573
13784,92,56.1,0
13785,92,58,0.0233
13786,91,60.4,0.8471
13787,89,55.4,0
13788,88,60.5,0
13789,88,59.6,0.0118
13790,87,59.4,0
13791,88,59.3,0
13792,87,59.6,0
13793,87,61.8,0
13794,88,56.3,0
13795,86,60.2,0
13796,86,59.1,0
13797,86,59.5,0
13798,86,58.3,0.0241
13799,87,59.9,0
13800,88,55.6,0
13801,87,60.3,0
13802,87,58.9,0
13803,86,59,0
13804,86,57.3,0.1341
13805,86,56,0
13806,86,62.7,0.0122
13807,86,62.3,0
13808,86,56.6,0
13809,86,59.9,0.0122
13810,86,58.4,0
13811,86,61.6,0.0122
13812,86,57.3,0
13813,88,56.3,0.0241
13814,83,58.2,0
13815,82,58.3,0.013
13816,80,57.4,0.1867
13817,80,63,0
13818,80,63.3,0
13819,80,57.4,0.0133
13820,78,59.5,0
13821,78,57.3,0
13822,78,57.7,0
13823,77,56.5,0
13824,77,58.2,0
13825,77,62.5,0.0137
13826,78,57.2,0.0137
13827,82,58.6,0
13828,82,56.5,0.0132
13829,83,57.4,0
13830,81,56.6,0.0135
13831,81,58.2,0
13832,80,55.3,0.0137
13833,81,58.2,0
13834,81,57.4,0.1351
13835,84,60,0
13836,82,56.7,0
13837,84,57.3,0.0132
13838,74,63.3,0
13839,73,60,0
13840,74,55.7,0.1159
13841,74,56.4,0
13842,74,54,0
13843,74,58.3,0.1159
13844,76,58.1,0
13845,77,55.8,0.0139
13846,75,55.5,0
13847,75,57.2,0
13848,74,58.2,0.0145
13849,76,56.5,0
13850,74,56.5,0
13851,77,58,0.0137
13852,77,58.1,0.0137
13853,76,57.3,0.0417
13854,80,56.1,0.0526
13855,81,56.9,0.026
13856,84,56.6,0.025
13857,84,58.3,0
13858,78,57.3,0
13859,81,58.3,0
13860,81,59,0
13861,81,58.1,0
13862,83,57,0.025
13863,84,56.3,0.0247
13864,82,55.7,0.0127
13865,82,58.4,0
13866,82,60.1,0
13867,81,56,0.0256
13868,80,56.4,0.0128
13869,80,67.8,0
13870,79,56,0.013
13871,83,57.7,0.0123
13872,83,56.3,0.0123
13873,83,56,0.0123
13874,83,56.2,0.0123
13875,83,59.1,0
13876,84,59.4,0
13877,83,58.5,0
13878,83,55.7,0
13879,82,56.5,0.0247
13880,78,57.3,0.013
13881,78,58.6,0
13882,78,58.1,0.013
13883,79,57,0.013
13884,79,57.5,0.013
13885,79,56.8,0
13886,81,58.8,0.0253
13887,81,55.1,0
13888,81,56,0.0127
13889,81,55.6,0
13890,82,59.2,0
13891,83,58,0
13892,84,58.5,0
13893,85,59.3,0.0122
13894,85,54.7,0.0244
13895,84,54.3,0
13896,85,57.8,0.0122
13897,83,58.2,0.025
13898,83,57,0.025
13899,80,57,0
13900,80,58.9,0
13901,81,56.6,0.0256
13902,81,58.2,0.0128
13903,82,58.3,0.0253
13904,82,59.2,0
13905,81,61.6,0
13906,81,57.4,0
13907,81,59.1,0
13908,81,58.2,0.0256
13909,81,58.5,0.0127
13910,80,57.5,0
13911,80,60.1,0.013
13912,77,57.5,0.0132
13913,77,57.3,0
13914,78,57.6,0
13915,79,56.5,0
13916,79,60.1,0
13917,79,58.3,0
13918,78,58.2,0
13919,78,58.4,0
13920,78,57.6,0
13921,83,57.7,0.1605
13922,83,57.2,0
13923,82,57,0.0125
13924,85,59.2,0.0122
13925,86,58.6,0
13926,86,57.1,0
13927,86,60,0.012
13928,86,60.5,0.012
13929,86,60.2,0.012
13930,87,57.3,0.0119
13931,87,56.1,0
13932,87,56.6,0.0238
13933,87,58.5,0.0238
13934,87,60.2,0
13935,87,59.3,0
13936,87,60.6,0
13937,87,60.4,0
13938,91,59.2,0
13939,91,58.6,0.1705
13940,93,58.8,0
13941,93,60.7,0.0112
13942,91,60.3,0
13943,91,57.4,0
13944,91,58.1,0
13945,91,60.4,0
13946,91,60.4,0
13947,91,58,0.0115
13948,92,58.6,0.0114
13949,91,57.9,0
13950,91,59.2,0.0115
13951,94,59.3,0
13952,101,59,0
13953,101,57.3,0
13954,102,59.7,0
13955,102,59,0
13956,102,58.9,0
13957,106,57.6,0
13958,106,58.5,0
13959,107,60,0.01
13960,108,58.4,0
13961,106,59.1,0.0101
13962,107,58.4,0
13963,107,58.9,0
13964,107,58.4,0
13965,108,56.9,0
13966,108,57.5,0.1782
13967,108,57,0
13968,110,57,0.0098
13969,113,58.6,0
13970,113,60.2,0
13971,113,59.5,0
13972,113,59.5,0
13973,112,56.5,0
13974,114,56.7,0.0094
13975,118,55.8,0.0092
13976,114,59.2,0.0095
13977,113,60,0.0096
13978,115,61.3,0
13979,115,60.1,0
13980,116,58.5,0.0094
13981,119,57.8,0
13982,119,57.4,0.0091
13983,118,55.7,0.0092
13984,117,61.9,0
13985,115,56.5,0
13986,118,58.2,0.0091
13987,115,58.7,0
13988,116,58.7,0.0093
13989,115,55.2,0.0093
13990,114,56.5,0.0094
13991,114,57.5,0.0094
13992,114,57.6,0.0189
13993,114,60.2,0
13994,113,56.1,0.0096
13995,115,60,0
13996,117,56.7,0
13997,118,56.5,0.0092
13998,115,58,0.0093
13999,115,56.5,0.0093
14000,114,57.7,0.0094
14001,113,57.7,0.0189
14002,116,56.6,0
14003,120,57.5,0
14004,116,56.8,0.0091
14005,113,58.2,0.0093
14006,113,57.4,0
14007,113,58.4,0.0093
14008,114,61.1,0
14009,111,58.6,0
14010,111,59.4,0
14011,110,58.8,0
14012,107,60.7,0
14013,109,57.3,0.0096
14014,109,57.5,0.0096
14015,112,59.2,0
14016,112,62,0
14017,112,59,0.0094
14018,116,57.1,0
14019,116,57.4,0
14020,111,58.8,0.0093
14021,111,60.8,0
14022,111,55.9,0.0093
14023,114,56.6,0.0183
14024,114,58.7,0
14025,114,59.3,0
14026,113,58.8,0.0093
14027,112,57.3,0
14028,113,58.8,0
14029,115,61.4,0
14030,115,56.3,0.0091
14031,116,57.4,0
14032,115,57.7,0
14033,115,57.2,0.0273
14034,116,56.4,0
14035,117,58.9,0
14036,115,57.7,0.0183
14037,115,59.1,0
14038,116,59,0.009
14039,116,59.2,0
14040,115,58.1,0.0182
14041,114,59.3,0
14042,113,57.6,0
14043,113,56.8,0
14044,113,58.5,0.1852
14045,113,57.1,0.0093
14046,112,59.6,0
14047,109,57.8,0
14048,109,58.9,0
14049,110,61,0
14050,109,58.2,0.0096
14051,109,60,0.0096
14052,109,60.8,0
14053,108,62.1,0
14054,108,60.1,0
14055,108,58.7,0.0194
14056,108,61.3,0
14057,109,57.1,0
14058,109,57.2,0
14059,107,58.3,0.0097
14060,107,59.2,0.0097
14061,107,56.2,0.0097
14062,107,58.4,0
14063,106,59.3,0
14064,105,58.2,0
14065,105,58.5,0
14066,105,57.6,0
14067,105,57.6,0
14068,105,58.1,0
14069,107,59.9,0
14070,107,59,0
14071,102,58.5,0
14072,102,59.1,0.0102
14073,100,54.6,0
14074,102,60.5,0
14075,101,57.6,0
14076,102,56.7,0.0204
14077,103,58.9,0
14078,106,55.8,0.0098
14079,108,57.7,0.0097
14080,108,60.3,0
14081,111,59.2,0
14082,115,57.8,0
14083,115,57,0
14084,115,59.4,0
14085,115,59.4,0
14086,115,59.7,0
14087,113,58.1,0
14088,111,57.8,0.0189
14089,112,56.7,0.0093
14090,109,56.7,0
14091,108,58.3,0
14092,108,57.8,0
14093,108,57.5,0.0097
14094,108,59.8,0
14095,108,57,0.0097
14096,108,61.3,0.0097
14097,111,56.8,0
14098,108,62.6,0
14099,108,57.6,0
14100,105,57.1,0.01
14101,104,56.8,0.0101
14102,99,58.4,0.0105
14103,101,58.2,0.0103
14104,101,58.7,0
14105,101,58.2,0.0103
14106,101,56,0.0309
14107,99,59.9,0
14108,100,56,0.0104
14109,100,58.4,0
14110,99,58.3,0
14111,98,57,0.0211
14112,98,56.3,0.0105
14113,96,60.4,0.1828
14114,96,56.6,0
14115,96,55.9,0.0108
14116,96,54.5,0.1935
14117,96,56.6,0
14118,98,58.4,0
14119,96,56.6,0
14120,96,54,0.0538
14121,96,55.9,0.0108
14122,91,59.1,0
14123,90,58.5,0
14124,90,57.3,0.0345
14125,90,55.7,0.7931
14126,90,57.7,0
14127,91,56.3,0.0114
14128,90,56.5,0.0115
14129,90,58,0
14130,89,55.8,0.0116
14131,86,56.9,0.2048
14132,86,55.1,0.012
14133,86,56.9,0
14134,85,58.8,0
14135,86,55.2,0
14136,86,56,0.0241
14137,87,57.3,0
14138,88,56.8,0
14139,98,55.3,0.0109
14140,101,56.3,0.0106
14141,101,56.7,0
14142,102,56.3,0
14143,102,59,0
14144,102,56.1,0.0213
14145,101,55,0
14146,98,56.6,0.1978
14147,97,55.3,0.011
14148,98,56.2,0.0217
14149,97,56.6,0.011
14150,97,57,0.022
14151,95,57.5,0.0225
